"# Ulaanbaatar  хотод #yagodoo  2010-12-31 23 цаг. Цаг агаар: өтгөн манантай (Smoke) агаарын температур: -34 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 22 цаг. Цаг агаар: үүлгүй (Clear) агаарын температур: -34 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 21 цаг. Цаг агаар: үүлгүй (Clear) агаарын температур: -33 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 20 цаг. Цаг агаар: үүлгүй (Clear) агаарын температур: -33 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 19 цаг. Цаг агаар: үүлгүй (Clear) агаарын температур: -34 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 18 цаг. Цаг агаар: үүлгүй (Clear) агаарын температур: -32 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 17 цаг. Цаг агаар: нарлаг (Sunny) агаарын температур: -26 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 16 цаг. Цаг агаар: нарлаг (Sunny) агаарын температур: -23 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 15 цаг. Цаг агаар: өтгөн манантай (Smoke) агаарын температур: -24 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 14 цаг. Цаг агаар: өтгөн манантай (Smoke) агаарын температур: -31 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 13 цаг. Цаг агаар: өтгөн манантай (Smoke) агаарын температур: -31 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 12 цаг. Цаг агаар: өтгөн манантай (Smoke) агаарын температур: -31 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 11 цаг. Цаг агаар: өтгөн манантай (Smoke) агаарын температур: -37 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 10 цаг. Цаг агаар: өтгөн манантай (Smoke) агаарын температур: -37 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 09 цаг. Цаг агаар: өтгөн манантай (Smoke) агаарын температур: -37 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 08 цаг. Цаг агаар: үүлгүй (Clear) агаарын температур: -38 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 07 цаг. Цаг агаар: үүлгүй (Clear) агаарын температур: -37 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 06 цаг. Цаг агаар: үүлгүй (Clear) агаарын температур: -37 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 05 цаг. Цаг агаар: үүлгүй (Clear) агаарын температур: -37 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 04 цаг. Цаг агаар: үүлгүй (Clear) агаарын температур: -35 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 03 цаг. Цаг агаар: үүлгүй (Clear) агаарын температур: -37 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 02 цаг. Цаг агаар: үүлгүй (Fair) агаарын температур: -38 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 01 цаг. Цаг агаар: үүлгүй (Fair) агаарын температур: -35 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-31 00 цаг. Цаг агаар: үүлгүй (Fair) агаарын температур: -33 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-30 23 цаг. Цаг агаар: үүлгүй (Fair) агаарын температур: -34 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-30 22 цаг. Цаг агаар: үүлгүй (Fair) агаарын температур: -33 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-30 21 цаг. Цаг агаар: үүлгүй (Fair) агаарын температур: -30 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-30 20 цаг. Цаг агаар: үүлгүй (Fair) агаарын температур: -30 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-30 19 цаг. Цаг агаар: үүлгүй (Fair) агаарын температур: -31 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-30 18 цаг. Цаг агаар: үүлгүй (Fair) агаарын температур: -27 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-30 17 цаг. Цаг агаар: нартай (Fair) агаарын температур: -24 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-30 16 цаг. Цаг агаар: нартай (Fair) агаарын температур: -23 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-30 15 цаг. Цаг агаар: нартай (Fair) агаарын температур: -23 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-30 14 цаг. Цаг агаар: нартай (Fair) агаарын температур: -24 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-30 13 цаг. Цаг агаар: нартай (Fair) агаарын температур: -24 хэм байна."
"# Ulaanbaatar  хотод #yagodoo  2010-12-30 12 цаг. Цаг агаар: нартай (Fair) агаарын температур: -25 хэм байна."
